type	exprs	group
BRCA	3.92640159430465	Tumor
BRCA	3.84395732301976	Tumor
BRCA	3.70406203922312	Tumor
CESC	4.62191689073674	Normal
CESC	5.00186964885718	Normal
CESC	3.55201159942797	Normal
CESC	3.87327663150049	Normal
CESC	3.97697396510834	Normal
CESC	4.54123628478685	Normal
CESC	3.08232216687827	Normal
CESC	4.38173030283827	Normal
CESC	5.19811078214296	Tumor
CESC	4.51258998617887	Tumor
CESC	4.46733232783851	Tumor
CESC	4.77610570977035	Tumor
CESC	4.48462758592539	Tumor
CESC	4.95336159461691	Tumor
CESC	5.07471128716676	Tumor
CESC	4.34191711106714	Tumor
CESC	5.27270741585386	Tumor
CESC	5.6242388170591	Tumor
CESC	5.87382152023941	Tumor
CESC	4.65733528001124	Tumor
CESC	5.57561999913743	Tumor
CESC	5.68155478019841	Tumor
CESC	4.71729453582642	Tumor
CESC	5.65957700567309	Tumor
CESC	4.31777926864194	Tumor
CESC	3.97860671462935	Tumor
CESC	4.25923334459444	Tumor
CESC	5.54103141573484	Tumor
CESC	5.13930691587137	Tumor
CESC	5.00855556842542	Tumor
CESC	5.00771935717002	Tumor
CESC	5.08222458333113	Tumor
CESC	4.65826292964986	Tumor
CESC	5.37876364621614	Tumor
CESC	4.02647916367505	Tumor
CESC	5.80182180272175	Tumor
CESC	4.84587042474591	Tumor
CESC	5.978055322243	Tumor
CESC	4.44585925086022	Tumor
CESC	6.34685841962872	Tumor
CHOL	3.07790187361438	Normal
CHOL	4.84589956563681	Normal
CHOL	2.61069558829282	Normal
CHOL	3.4353504356544	Normal
CHOL	2.53836572842321	Normal
CHOL	2.55111985765693	Normal
CHOL	3.42844582785552	Normal
CHOL	2.81170799126095	Normal
CHOL	3.35885707757958	Normal
CHOL	3.12431713066297	Normal
CHOL	3.02234013189995	Normal
CHOL	2.24628670046666	Normal
CHOL	2.68624814274918	Normal
CHOL	3.45859355806204	Normal
CHOL	3.67205084238011	Normal
CHOL	3.08877697099276	Normal
CHOL	3.35989410168311	Normal
CHOL	4.55471540237624	Tumor
CHOL	4.77659167209359	Tumor
CHOL	3.00071301412619	Tumor
CHOL	3.68656895983514	Tumor
CHOL	4.60974153265405	Tumor
CHOL	3.43988194561385	Tumor
CHOL	3.73196401255296	Tumor
CHOL	3.7084175432443	Tumor
CHOL	3.14731733947576	Tumor
CHOL	3.45741384859094	Tumor
CHOL	3.74808123664849	Tumor
CHOL	3.47898445766971	Tumor
CHOL	4.548062868368	Tumor
CHOL	3.43199766285247	Tumor
CHOL	3.46547432918975	Tumor
CHOL	4.25649645559673	Tumor
CHOL	3.02923476279063	Tumor
CHOL	3.74020371940441	Tumor
CHOL	2.68261127636695	Tumor
CHOL	4.58571133647524	Tumor
COAD	4.74192119908849	Normal
COAD	2.89268554440947	Normal
COAD	4.43355854744311	Normal
COAD	3.83652967530041	Normal
COAD	4.9163311281471	Normal
COAD	3.47159795973414	Normal
COAD	3.29893789421403	Normal
COAD	4.45317827141206	Normal
COAD	4.1713243853329	Normal
COAD	3.99206079738802	Normal
COAD	2.06711313169154	Normal
COAD	3.47944042101413	Normal
COAD	3.59274564401994	Normal
COAD	3.63421065070223	Tumor
COAD	3.58474312757593	Tumor
COAD	3.03299669716009	Tumor
COAD	3.71625865646709	Tumor
COAD	2.7508301989739	Tumor
COAD	3.74146989117821	Tumor
COAD	4.90636462246784	Tumor
COAD	4.10235274581613	Tumor
COAD	3.28465046848627	Tumor
COAD	3.92493689354518	Tumor
COAD	5.12938802502964	Tumor
COAD	3.91577364809143	Tumor
COAD	4.24205599606184	Tumor
COAD	5.40387254500181	Tumor
COAD	4.11352760813603	Tumor
COAD	4.97594796519786	Tumor
COAD	3.57595099052711	Tumor
COAD	3.64416848360348	Tumor
COAD	3.08782129143579	Tumor
COAD	5.24954113290992	Tumor
COAD	3.10335770955904	Tumor
COAD	4.63473294602542	Tumor
COAD	3.91505531379044	Tumor
COAD	3.55985176124771	Tumor
COAD	4.60453087742947	Tumor
COAD	5.22422556538015	Tumor
COAD	3.01188959681341	Tumor
COAD	4.01110829054932	Tumor
COAD	3.44928024233068	Tumor
COAD	3.95135050895556	Tumor
ESCA	4.94056716741621	Normal
ESCA	5.42908493063349	Normal
ESCA	3.53906446833659	Normal
ESCA	3.66336778627397	Normal
ESCA	3.90813658025081	Normal
ESCA	3.71660766722642	Normal
ESCA	3.9411792996405	Normal
ESCA	4.1943804651468	Normal
ESCA	3.63566621946188	Normal
ESCA	5.41667303920961	Normal
ESCA	4.35561445705592	Normal
ESCA	4.2500788920908	Normal
ESCA	4.5689291502514	Normal
ESCA	4.31691669973375	Normal
ESCA	4.22368992704312	Normal
ESCA	5.10857143032253	Normal
ESCA	4.17697173181822	Normal
ESCA	3.59035713511815	Normal
ESCA	5.33319446939604	Tumor
ESCA	4.81716793461529	Tumor
ESCA	4.69796968073627	Tumor
ESCA	4.31553510560464	Tumor
ESCA	5.36308307837234	Tumor
ESCA	4.94141418198676	Tumor
ESCA	5.42419435613928	Tumor
ESCA	4.89917125197151	Tumor
ESCA	4.60227454801042	Tumor
ESCA	5.93839256894076	Tumor
ESCA	4.87299234550768	Tumor
ESCA	5.7267933431983	Tumor
ESCA	4.2221192450094	Tumor
ESCA	4.73694567862281	Tumor
ESCA	4.87468096947843	Tumor
ESCA	4.78955116039406	Tumor
ESCA	6.00732185447986	Tumor
ESCA	5.04729165517677	Tumor
ESCA	5.23418504185807	Tumor
ESCA	4.40356675058091	Tumor
ESCA	4.55277485252896	Tumor
ESCA	5.76187518207405	Tumor
ESCA	5.94416411130255	Tumor
ESCA	5.93743152825273	Tumor
ESCA	4.09678101141793	Tumor
ESCA	6.49819943163113	Tumor
ESCA	5.77503792694534	Tumor
ESCA	5.04452472118888	Tumor
ESCA	5.55575239124444	Tumor
ESCA	4.38325728567935	Tumor
ESCA	4.29591757699446	Tumor
ESCA	5.09756226174198	Tumor
ESCA	4.22427984649521	Tumor
ESCA	5.19624024507748	Tumor
ESCA	5.97162107580893	Tumor
HNSC	3.97188706093246	Normal
HNSC	4.4238668092147	Normal
HNSC	5.14032298268469	Normal
HNSC	3.68762285808971	Normal
HNSC	4.5882596987173	Normal
HNSC	5.0895968442914	Normal
HNSC	3.972139937219	Normal
HNSC	3.90708027710688	Normal
HNSC	4.52213889411056	Normal
HNSC	3.5943971992612	Normal
HNSC	4.35795960057589	Normal
HNSC	3.87751441931774	Normal
HNSC	5.28656586141076	Normal
HNSC	3.7999616371958	Normal
HNSC	4.70214870421527	Normal
HNSC	3.89928229195577	Normal
HNSC	4.05750053258943	Normal
HNSC	4.11022848150493	Tumor
HNSC	3.93729235643746	Tumor
HNSC	3.77502463854738	Tumor
HNSC	4.28725259262378	Tumor
HNSC	5.22518997869502	Tumor
HNSC	4.12630244270781	Tumor
HNSC	3.46615361289384	Tumor
HNSC	4.42939511692609	Tumor
HNSC	4.23288536612036	Tumor
HNSC	5.19453233446432	Tumor
HNSC	4.12203069001411	Tumor
HNSC	2.3568432194921	Tumor
HNSC	4.94114874268462	Tumor
HNSC	3.34960155636755	Tumor
HNSC	4.82579688010783	Tumor
HNSC	5.68268901211828	Tumor
HNSC	4.96251646176572	Tumor
HNSC	4.66734779987648	Tumor
HNSC	6.42579240752308	Tumor
HNSC	5.09869437429321	Tumor
HNSC	5.3795582860921	Tumor
HNSC	6.55736225622992	Tumor
HNSC	4.67722524331642	Tumor
HNSC	4.41463138628088	Tumor
HNSC	4.62881430557751	Tumor
HNSC	4.29911551066866	Tumor
HNSC	4.3420240873438	Tumor
HNSC	4.66266190621676	Tumor
HNSC	4.01646343085687	Tumor
HNSC	4.74246570272831	Tumor
HNSC	4.74463771284064	Tumor
HNSC	4.43502926874273	Tumor
HNSC	5.69401359047841	Tumor
HNSC	4.12840302799082	Tumor
KICH	3.98241210876735	Normal
KICH	4.20440718259994	Normal
KICH	4.87405400329104	Normal
KICH	4.32233229638288	Normal
KICH	4.11962146205596	Normal
KICH	4.64118873300124	Normal
KICH	3.87111692797375	Normal
KICH	5.12654033421406	Normal
KICH	4.2847822783636	Normal
KICH	4.65533060370826	Normal
KICH	4.57936323965012	Normal
KICH	4.55117738939635	Normal
KICH	5.54646988062747	Normal
KICH	4.09737938087342	Normal
KICH	5.573678746978	Tumor
KICH	4.79395066170568	Tumor
KICH	4.18720536670371	Tumor
KICH	4.72371487610685	Tumor
KICH	5.29458961132714	Tumor
KICH	4.47398631634219	Tumor
KICH	4.23139186578299	Tumor
KICH	4.87878430514194	Tumor
KICH	5.46386722204357	Tumor
KICH	4.72042859614789	Tumor
KICH	3.80093084292659	Tumor
KICH	3.85717629735566	Tumor
KICH	4.23397270286386	Tumor
KICH	4.40287374265629	Tumor
KICH	4.75685048488928	Tumor
KICH	5.24119808011581	Tumor
KICH	4.46761750341773	Tumor
KICH	3.99213358209942	Tumor
KICH	5.19682362683336	Tumor
KICH	4.96466930853613	Tumor
KICH	5.58199237900873	Tumor
KICH	3.59411282878363	Tumor
KIRC	5.69905980120033	Normal
KIRC	6.00800427338321	Normal
KIRC	5.99066218321584	Normal
KIRC	5.40035713541078	Normal
KIRC	5.79173904415711	Normal
KIRC	6.33045028089506	Normal
KIRC	6.04217561880331	Normal
KIRC	6.01949183865641	Normal
KIRC	5.40075771515139	Normal
KIRC	5.9396784384554	Normal
KIRC	5.86751307613331	Normal
KIRC	5.51406402035637	Normal
KIRC	6.18554637895428	Normal
KIRC	5.60857557420292	Normal
KIRC	5.83405016792565	Normal
KIRC	6.6444274444241	Normal
KIRC	7.19524362417715	Tumor
KIRC	6.1961938914645	Tumor
KIRC	6.55141405741268	Tumor
KIRC	6.99077693814247	Tumor
KIRC	6.36735796258376	Tumor
KIRC	7.33523039128714	Tumor
KIRC	6.07808980796995	Tumor
KIRC	6.77327258655263	Tumor
KIRC	6.01834042411189	Tumor
KIRC	5.28799943054477	Tumor
KIRC	5.60286699325903	Tumor
KIRC	5.7809888907335	Tumor
KIRC	5.50549477462945	Tumor
KIRC	7.35256284361166	Tumor
KIRC	6.61646326960368	Tumor
KIRC	4.58038627902796	Tumor
KIRC	6.56659533210934	Tumor
KIRC	6.07469407806196	Tumor
KIRC	6.30239883773582	Tumor
KIRC	5.33025701133124	Tumor
KIRC	5.64267051068412	Tumor
KIRC	4.63378075546041	Tumor
KIRC	7.13481894553387	Tumor
KIRC	7.40146586947295	Tumor
KIRC	6.51782511519901	Tumor
KIRC	5.18027997900623	Tumor
KIRC	5.43996362642779	Tumor
KIRC	6.47323857979294	Tumor
KIRC	5.20598003609038	Tumor
KIRP	4.00329777783165	Normal
KIRP	3.99013687206347	Normal
KIRP	5.28791844374622	Normal
KIRP	4.62786620624685	Normal
KIRP	4.03710721801547	Normal
KIRP	4.1669113203113	Normal
KIRP	4.58838459610685	Normal
KIRP	5.35843047972936	Normal
KIRP	4.74460199312288	Normal
KIRP	4.74672481686061	Normal
KIRP	3.81190896473961	Normal
KIRP	4.64065748991859	Normal
KIRP	4.78758149942139	Normal
KIRP	3.66141409965104	Normal
KIRP	6.13554842722555	Tumor
KIRP	3.29238913866498	Tumor
KIRP	3.77340362256446	Tumor
KIRP	4.71381641761973	Tumor
KIRP	4.63865347988455	Tumor
KIRP	5.0741392213506	Tumor
KIRP	5.20420112551298	Tumor
KIRP	3.00450530437175	Tumor
KIRP	5.49293351668113	Tumor
KIRP	5.00439618698153	Tumor
KIRP	4.1227015527207	Tumor
KIRP	4.62003471601216	Tumor
KIRP	4.22261411070176	Tumor
KIRP	5.39115498087966	Tumor
KIRP	4.77487867630075	Tumor
KIRP	3.6349887658626	Tumor
KIRP	5.9319233271161	Tumor
KIRP	5.95300540129699	Tumor
KIRP	5.20734323494591	Tumor
KIRP	4.3175308372792	Tumor
KIRP	5.6250466959778	Tumor
KIRP	4.25096185792316	Tumor
KIRP	4.59427191703303	Tumor
KIRP	5.67618488790544	Tumor
KIRP	5.53980739374276	Tumor
KIRP	5.19820109041784	Tumor
KIRP	4.84488750390635	Tumor
KIRP	5.01837432831022	Tumor
KIRP	5.37016710134478	Tumor
KIRP	5.46157779350668	Tumor
KIRP	4.20289918116473	Tumor
KIRP	3.9797075795992	Tumor
KIRP	5.49020702069792	Tumor
LIHC	3.64502626091733	Normal
LIHC	4.09858829380976	Normal
LIHC	3.08112332222384	Normal
LIHC	3.66022200095516	Normal
LIHC	3.89227901227337	Normal
LIHC	3.57631784341739	Normal
LIHC	3.85578764918817	Normal
LIHC	3.62284052402481	Normal
LIHC	4.6883141214644	Normal
LIHC	4.19102868754726	Normal
LIHC	5.4294509101368	Normal
LIHC	3.69197262520462	Tumor
LIHC	4.818583088672	Tumor
LIHC	5.71714851548733	Tumor
LIHC	4.45921298700286	Tumor
LIHC	3.4903743491086	Tumor
LIHC	3.54410119713376	Tumor
LIHC	4.22373675295374	Tumor
LIHC	5.16491400099345	Tumor
LIHC	4.77380728904877	Tumor
LIHC	2.75166911906737	Tumor
LIHC	3.75827907218942	Tumor
LIHC	4.24218741569097	Tumor
LIHC	3.22783350732473	Tumor
LIHC	4.73469770094247	Tumor
LIHC	2.52559211576552	Tumor
LIHC	4.34882978322438	Tumor
LIHC	3.97467146500712	Tumor
LIHC	3.90471208846621	Tumor
LIHC	4.04997373167963	Tumor
LIHC	4.46888331169155	Tumor
LIHC	4.52595555295336	Tumor
LIHC	4.09060435067089	Tumor
LIHC	2.90106164715767	Tumor
LIHC	3.24106643957068	Tumor
LIHC	3.21976650661538	Tumor
LIHC	4.78183136122042	Tumor
LIHC	4.07799646108617	Tumor
LIHC	4.43730057358867	Tumor
LIHC	3.15727768372699	Tumor
LIHC	3.87361534370864	Tumor
LIHC	4.64224332961751	Tumor
LIHC	4.12369866200212	Tumor
LIHC	4.16793175805421	Tumor
LIHC	4.19808391792161	Tumor
LIHC	5.09616381324448	Tumor
LIHC	3.81809911783627	Tumor
LIHC	4.72181546921635	Tumor
LIHC	4.87754667227235	Tumor
LIHC	3.41600441593135	Tumor
LIHC	4.33340814326937	Tumor
LIHC	4.24067176810478	Tumor
LIHC	4.9689254519157	Tumor
LIHC	4.88886935579979	Tumor
LIHC	4.24680756172037	Tumor
LIHC	4.34373363508567	Tumor
LUAD	3.50195489437117	Normal
LUAD	4.51116409412402	Normal
LUAD	3.63489551377137	Normal
LUAD	3.68504347338958	Normal
LUAD	3.00857842340301	Normal
LUAD	3.70181108374367	Normal
LUAD	3.79821565135811	Normal
LUAD	3.0518901775973	Normal
LUAD	4.70736524869589	Normal
LUAD	3.45139317008569	Normal
LUAD	3.38793445029588	Normal
LUAD	4.036525933536	Normal
LUAD	4.16578100706823	Normal
LUAD	3.22360184202399	Normal
LUAD	3.75834428339326	Normal
LUAD	4.87835095006435	Tumor
LUAD	4.06254272617747	Tumor
LUAD	5.36137978420779	Tumor
LUAD	3.06403063620896	Tumor
LUAD	4.08168424035328	Tumor
LUAD	5.00017622749492	Tumor
LUAD	5.30613335975635	Tumor
LUAD	4.70587268718781	Tumor
LUAD	4.26370443700493	Tumor
LUAD	5.54552168443452	Tumor
LUAD	3.51516713758198	Tumor
LUAD	5.01488682318659	Tumor
LUAD	4.17204508570419	Tumor
LUAD	4.87099561813375	Tumor
LUAD	3.44262052349292	Tumor
LUAD	5.8029113956239	Tumor
LUAD	4.98063032634661	Tumor
LUAD	3.47436823643673	Tumor
LUAD	3.76119925795174	Tumor
LUAD	5.9728936394036	Tumor
LUAD	5.07509954507414	Tumor
LUAD	3.28267205351473	Tumor
LUAD	4.71570899919254	Tumor
LUAD	3.47199319620005	Tumor
LUAD	3.36849361438741	Tumor
LUAD	4.7027765302033	Tumor
LUAD	4.66553552536995	Tumor
LUAD	3.70467635824134	Tumor
LUAD	4.76967195319821	Tumor
LUAD	4.97009078863283	Tumor
LUAD	3.63847936174666	Tumor
LUAD	4.91068040284911	Tumor
LUAD	4.46454710036292	Tumor
LUAD	5.45668576737242	Tumor
LUAD	4.40170898014427	Tumor
LUAD	5.11747069079356	Tumor
LUAD	3.79157717347266	Tumor
LUAD	5.22887506854136	Tumor
LUAD	5.58524534104136	Tumor
LUAD	5.56486616654646	Tumor
LUAD	4.38438738674741	Tumor
LUAD	5.22216857411893	Tumor
LUAD	5.19438604636806	Tumor
LUSC	5.04925476164974	Normal
LUSC	4.77555177415243	Normal
LUSC	4.91852423768987	Normal
LUSC	4.72033360370363	Normal
LUSC	5.00307464196484	Normal
LUSC	4.57739410155945	Normal
LUSC	3.9989566769008	Normal
LUSC	4.96883199827222	Normal
LUSC	5.66451361881369	Normal
LUSC	6.1221431520742	Normal
LUSC	5.09104529838582	Normal
LUSC	5.04524342651934	Normal
LUSC	5.6192521452913	Normal
LUSC	5.11907594970996	Normal
LUSC	5.65566976649173	Tumor
LUSC	4.74399057398914	Tumor
LUSC	5.07551173288105	Tumor
LUSC	6.24451461117725	Tumor
LUSC	4.93834087528293	Tumor
LUSC	6.69401881183705	Tumor
LUSC	5.01759727511361	Tumor
LUSC	5.82459926204931	Tumor
LUSC	5.95846348274918	Tumor
LUSC	5.95111783902173	Tumor
LUSC	6.06646177811784	Tumor
LUSC	6.37905644470951	Tumor
LUSC	5.87174994661996	Tumor
LUSC	5.78612375663601	Tumor
LUSC	6.07232782916199	Tumor
LUSC	5.65654929361067	Tumor
LUSC	7.03628734609895	Tumor
LUSC	4.4409260490975	Tumor
LUSC	6.67900188623276	Tumor
LUSC	5.7861605994958	Tumor
LUSC	6.25572292281143	Tumor
LUSC	6.65145595827653	Tumor
LUSC	6.54499637315327	Tumor
LUSC	5.49773335139676	Tumor
LUSC	7.05494729803304	Tumor
LUSC	4.82401549802467	Tumor
LUSC	6.56482611416405	Tumor
LUSC	5.60197671132342	Tumor
LUSC	4.61794313491698	Tumor
LUSC	4.65402895869479	Tumor
LUSC	6.13172399713654	Tumor
LUSC	7.5165726640644	Tumor
LUSC	6.15146189762988	Tumor
LUSC	6.75164800889856	Tumor
LUSC	6.54716721457083	Tumor
LUSC	5.50186795821401	Tumor
LUSC	6.62787133766433	Tumor
LUSC	6.20716467857128	Tumor
LUSC	6.10471815758349	Tumor
LUSC	6.66087791674593	Tumor
LUSC	6.48331504687695	Tumor
LUSC	5.52149626702256	Tumor
LUSC	6.23675523288446	Tumor
PAAD	4.20909175740141	Normal
PAAD	4.12270953103409	Normal
PAAD	4.78667520940134	Normal
PAAD	5.86169569804027	Normal
PAAD	5.39228355904122	Normal
PAAD	4.66603715507448	Normal
PAAD	5.1742873100638	Normal
PAAD	5.20749875167256	Normal
PAAD	4.86584823354307	Normal
PAAD	5.38671136110326	Normal
PAAD	4.99737848052757	Normal
PAAD	5.32300675298594	Normal
PAAD	5.4156761053784	Normal
PAAD	4.8673907640484	Normal
PAAD	4.88522472233389	Normal
PAAD	5.56677578129322	Tumor
PAAD	6.29743755465203	Tumor
PAAD	6.25020342254929	Tumor
PAAD	6.06369376344583	Tumor
PAAD	5.58742073820722	Tumor
PAAD	6.39604243064741	Tumor
PAAD	5.24135357430888	Tumor
PAAD	5.76338832905641	Tumor
PAAD	5.77592475048753	Tumor
PAAD	7.57476331021645	Tumor
PAAD	5.02607916090675	Tumor
PAAD	6.89072523481845	Tumor
PAAD	6.8182006489791	Tumor
PAAD	5.97592936281172	Tumor
PAAD	6.42351884038271	Tumor
PAAD	5.70121832355355	Tumor
PAAD	5.70921304580337	Tumor
PAAD	6.15921826859273	Tumor
PAAD	6.0456264720855	Tumor
PAAD	5.9182911762893	Tumor
PAAD	7.00540740938565	Tumor
PAAD	6.52348441649421	Tumor
PAAD	6.70682699214812	Tumor
PAAD	5.87944039073838	Tumor
PAAD	5.47571358785073	Tumor
PAAD	7.03695580181915	Tumor
PAAD	6.30230022596474	Tumor
PAAD	5.53155715358152	Tumor
PAAD	6.04200729608724	Tumor
PAAD	5.58225457287401	Tumor
PAAD	6.11742487064468	Tumor
PAAD	6.77488902754514	Tumor
PAAD	5.6811418255525	Tumor
PAAD	6.09775550366526	Tumor
PAAD	6.34636096460275	Tumor
PAAD	5.62551069609526	Tumor
PAAD	4.83188152857852	Tumor
PAAD	5.87020552746964	Tumor
PAAD	5.41962990524144	Tumor
PAAD	6.66923877367081	Tumor
PCPG	2.89324532580001	Normal
PCPG	3.72647750837275	Normal
PCPG	3.36391830385506	Normal
PCPG	3.08232952353262	Normal
PCPG	2.65313159398271	Normal
PCPG	4.63406307783085	Normal
PCPG	4.09275558248454	Normal
PCPG	2.99368565899758	Normal
PCPG	3.13166053106127	Normal
PCPG	3.5829049485831	Normal
PCPG	3.42953145870539	Normal
PCPG	4.14494564858197	Normal
PCPG	3.49729574084591	Normal
PCPG	3.32573858088501	Tumor
PCPG	1.20603933579423	Tumor
PCPG	3.18684037262176	Tumor
PCPG	2.12869691408723	Tumor
PCPG	2.95714590031383	Tumor
PCPG	2.71869524752661	Tumor
PCPG	3.59373355124477	Tumor
PCPG	3.10812282647984	Tumor
PCPG	3.00816795284945	Tumor
PCPG	2.89815299295803	Tumor
PCPG	3.20517005702512	Tumor
PCPG	2.15261195992751	Tumor
PCPG	3.97925262108777	Tumor
PCPG	3.20194164678447	Tumor
PCPG	3.80952908532275	Tumor
PCPG	4.78985605596424	Tumor
PCPG	2.64145890257166	Tumor
PCPG	4.06951940953741	Tumor
PCPG	4.2358966750273	Tumor
PCPG	3.88674992921937	Tumor
PCPG	3.59739816943895	Tumor
PCPG	4.48610348598582	Tumor
PCPG	2.95707172894472	Tumor
PCPG	2.78857306387022	Tumor
PCPG	3.4429797947045	Tumor
PCPG	3.47117952971602	Tumor
PCPG	4.1046613150516	Tumor
PCPG	4.05361297582519	Tumor
PCPG	3.39993577266345	Tumor
PCPG	3.08670540623853	Tumor
PCPG	4.39813232966802	Tumor
PRAD	3.32546620509319	Normal
PRAD	3.53000280209552	Normal
PRAD	2.96609857341156	Normal
PRAD	3.12064650790647	Normal
PRAD	3.73538520972884	Normal
PRAD	3.27285346044839	Normal
PRAD	2.96777774326114	Normal
PRAD	3.86177758222874	Normal
PRAD	3.33506014785766	Normal
PRAD	3.35684934564607	Tumor
PRAD	5.1952056054443	Tumor
PRAD	3.1807529195985	Tumor
PRAD	2.75169823045439	Tumor
PRAD	2.4212308985634	Tumor
PRAD	4.45421179124384	Tumor
PRAD	3.62544077463922	Tumor
PRAD	3.80553206268056	Tumor
PRAD	4.20116249340149	Tumor
PRAD	3.67188476930762	Tumor
PRAD	2.87278149009987	Tumor
PRAD	2.63357495533176	Tumor
PRAD	3.75993366979947	Tumor
PRAD	4.12073148169308	Tumor
PRAD	2.40397932001709	Tumor
PRAD	4.20179074922411	Tumor
PRAD	4.29403806279269	Tumor
PRAD	4.90473976680586	Tumor
PRAD	4.11372342556292	Tumor
PRAD	4.14189130112132	Tumor
PRAD	4.42164615126922	Tumor
PRAD	3.9850250741429	Tumor
PRAD	3.94262356939599	Tumor
PRAD	4.07961273764312	Tumor
PRAD	4.51934496739503	Tumor
PRAD	3.69652019009177	Tumor
PRAD	3.64875334622329	Tumor
PRAD	3.39281015883216	Tumor
PRAD	3.32799351427084	Tumor
PRAD	4.2271835924982	Tumor
PRAD	5.08158417054078	Tumor
PRAD	3.32022191435605	Tumor
PRAD	3.86651531417953	Tumor
PRAD	3.27742279954201	Tumor
PRAD	4.6340841218635	Tumor
PRAD	3.77625630726547	Tumor
READ	3.09115822767081	Normal
READ	4.6042243170903	Normal
READ	2.52457704966349	Normal
READ	3.37090485555281	Normal
READ	4.57857700327685	Normal
READ	2.88284983660589	Normal
READ	3.95303350429325	Normal
READ	2.36462075965201	Normal
READ	3.25789411483444	Normal
READ	2.43368577388267	Normal
READ	2.19574702237081	Normal
READ	2.53751936829019	Normal
READ	2.4348464320066	Normal
READ	2.76789912917368	Normal
READ	2.87708225458542	Tumor
READ	3.48355526871572	Tumor
READ	3.97156325292288	Tumor
READ	2.84595621467214	Tumor
READ	3.55665983091339	Tumor
READ	2.0676146786477	Tumor
READ	3.59135104582095	Tumor
READ	3.78345796838212	Tumor
READ	2.74482187918344	Tumor
READ	3.87396453152792	Tumor
READ	5.14515417053362	Tumor
READ	3.57856668257026	Tumor
READ	3.2924825473055	Tumor
READ	5.37708491067442	Tumor
READ	4.03220694050585	Tumor
READ	3.79378952736273	Tumor
READ	4.61768508129332	Tumor
READ	4.6474288466551	Tumor
READ	2.54430004186975	Tumor
READ	3.98012215207367	Tumor
READ	3.13512179788852	Tumor
READ	3.17101493230748	Tumor
READ	2.94869914661901	Tumor
READ	1.80687692398142	Tumor
READ	4.06012185953312	Tumor
READ	2.8869386035364	Tumor
READ	4.40229835686425	Tumor
READ	3.90806394314705	Tumor
READ	2.09434351974973	Tumor
READ	2.84481184479614	Tumor
READ	4.44665033298408	Tumor
READ	3.12461484245121	Tumor
READ	1.96021934133477	Tumor
READ	5.73018447933632	Tumor
READ	3.89575925150314	Tumor
READ	3.29931849061743	Tumor
READ	5.11868420587102	Tumor
READ	4.88483973861809	Tumor
READ	3.82840163202519	Tumor
READ	2.37038486766753	Tumor
READ	3.21541857402044	Tumor
READ	3.7111112513441	Tumor
READ	2.85100752486462	Tumor
SARC	2.72063984790963	Normal
SARC	3.67138226967245	Normal
SARC	2.90537775925449	Normal
SARC	2.6610636602555	Normal
SARC	3.08469291264737	Normal
SARC	3.300614394542	Normal
SARC	2.59801068796014	Normal
SARC	2.85303251584409	Normal
SARC	2.58783563290935	Normal
SARC	3.83246145456706	Normal
SARC	4.8521519025992	Tumor
SARC	3.62285406978442	Tumor
SARC	4.73576526864393	Tumor
SARC	4.16671606958834	Tumor
SARC	3.56624883575533	Tumor
