EPI	TE	PrE	Group
0.162494244762772	0.831499514081219	0.00600624115600918	TE only
0.101363245539566	0.891367152498512	0.00726960196192279	TE only
0.0931334633450847	0.898361649820682	0.00850488683423361	TE only
0.0593797908282321	0.904669871976633	0.0359503371951347	TE only
0.0321471218263521	0.877262954120877	0.0905899240527713	TE only
0.00397048471807286	0.969976209080419	0.0260533062015082	TE only
0.0158507386075885	0.873775289796025	0.110373971596386	TE only
7.09319483932709e-05	0.965060151269533	0.0348689167820739	TE only
0.00426906736267002	0.948348685619105	0.0473822470182245	TE only
0.0444904340163393	0.887529805830483	0.067979760153178	TE only
0.035524581890047	0.943655413936228	0.0208200041737252	TE only
0.025365471830567	0.810692068778719	0.163942459390714	TE only
0.0639612092068788	0.85429268151561	0.0817461092775105	TE only
0.131012049637825	0.782558059873915	0.0864298904882609	TE only
0.0410167945695258	0.941411219173034	0.0175719862574399	TE only
0.079882289994698	0.90556926726733	0.0145484427379717	TE only
0.0254215193419784	0.96937768978873	0.0052007908692919	TE only
0.187956690883412	0.784208150637289	0.0278351584792989	TE only
0.0920866109700668	0.724454501349597	0.183458887680336	TE only
0.105972679483871	0.827586709155278	0.0664406113608516	TE only
0.0480169916633499	0.879619075784524	0.0723639325521264	TE only
0.0499989211237315	0.843100071567515	0.106901007308754	TE only
0.0245731350533044	0.947191985140587	0.0282348798061085	TE only
0.0590865093835524	0.854351466097579	0.0865620245188683	TE only
0.141941632248673	0.79506092105997	0.0629974466913564	TE only
0.109155891346946	0.851238680366993	0.0396054282860617	TE only
0.130225562997466	0.854086208907774	0.0156882280947604	TE only
0.0189728234120015	0.959841624932169	0.0211855516558292	TE only
0.0161409977495152	0.983350608600052	0.000508393650432905	TE only
0.0530052119887402	0.721375845996084	0.225618942015176	TE only
0.0813593740629054	0.845088290404052	0.0735523355330429	TE only
0.0153281459904903	0.740284598927279	0.244387255082231	TE only
0.108651518260119	0.856473050255678	0.0348754314842028	TE only
0.111496132163	0.869261204759679	0.0192426630773209	TE only
0.00879401085850127	0.912565589883076	0.0786403992584228	TE only
0.0139203139804239	0.929874673117217	0.0562050129023594	TE only
0.0142207438423825	0.959170091679599	0.026609164478018	TE only
0.062139648711246	0.860979049856636	0.0768813014321182	TE only
0.00984319067894334	0.952409949049393	0.0377468602716633	TE only
0.0554188652454916	0.215214236771827	0.729366897982681	PrE only
0.125391120319334	0.0318894658585544	0.842719413822112	PrE only
0.119240843530098	0.143107858405156	0.737651298064745	PrE only
0.0318538652679354	0.0295130690683014	0.938633065663763	PrE only
0.00533422529398067	0.151038256362027	0.843627518343992	PrE only
0.0539295964130853	0.178846849300573	0.767223554286342	PrE only
0.126317805229464	0.0479662318763826	0.825715962894153	PrE only
0.0607963243620134	0.00734883108182734	0.931854844556159	PrE only
0.0174764270459804	0.0276512753185119	0.954872297635508	PrE only
0.0419630397319677	0.0610581347092884	0.896978825558744	PrE only
0.0546798436011132	0.0177975265694881	0.927522629829399	PrE only
0.185548132475843	0.0665991956800985	0.747852671844058	PrE only
0.00116462357611662	0.0597290990823634	0.93910627734152	PrE only
0.0580543692458192	0.000924117542485661	0.941021513211695	PrE only
0.0443063739373969	0.0997989150416584	0.855894711020945	PrE only
0.0966835946163762	0.044138034205122	0.859178371178502	PrE only
0.153041844972333	0.0373216355498747	0.809636519477793	PrE only
0.074494657473809	0.0653939047125338	0.860111437813657	PrE only
0.134144382872334	0.0721139130581922	0.793741704069474	PrE only
0.0647561620381853	0.0867100016139434	0.848533836347871	PrE only
0.0595111817103415	0.0696654274939025	0.870823390795756	PrE only
0.103262875148733	0.0216865444628758	0.875050580388391	PrE only
0.181356246112687	0.134288841564052	0.684354912323261	PrE only
0.195772546737313	0.0382056291068163	0.766021824155871	PrE only
0.108009028549588	0.0146651147716388	0.877325856678774	PrE only
0.0758114189103019	0.0370335974889936	0.887154983600705	PrE only
0.0928214166340814	0.0106510232752474	0.896527560090671	PrE only
0.128809439714656	0.113615347687799	0.757575212597545	PrE only
0.0177266086185595	0.0204964247566508	0.96177696662479	PrE only
0.011773141647218	0.010966483956855	0.977260374395927	PrE only
0.0612717663689644	0.000433572484708286	0.938294661146327	PrE only
0.030109691141238	0.133971264779612	0.83591904407915	PrE only
0.0156756611177212	0.19880624087417	0.785518098008109	PrE only
0.0180293664097907	0.0652318253152038	0.916738808275006	PrE only
0.0494570482167725	0.000446316736911611	0.950096635046316	PrE only
0.0226637823796589	0.0457090169467589	0.931627200673582	PrE only
0.0359642356075451	0.0389769189306342	0.925058845461821	PrE only
0.0882208288960527	0.0188607716777651	0.892918399426182	PrE only
0.0374764848403283	0.0727830947939245	0.889740420365747	PrE only
0.0851390214860349	0.0531881736266828	0.861672804887282	PrE only
0.0259433108495533	0.101346282874184	0.872710406276262	PrE only
0.0340542795802742	0.0454300001986388	0.920515720221087	PrE only
